Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Time Since Purchase
3702,0.9789468038269146,2,7,2020-09-21,4,0,0,2,2023-06-01 10:46:40,2023-06-01 03:34:40,1,0.5674463738790461
3703,0.5866671141412414,0,0,2021-01-21,3,2,0,2,2023-06-01 18:36:42,2023-06-01 11:17:48,0,-0.1375462160421938
3704,-1.1132115411633425,1,26,2021-01-16,3,2,2,3,2023-06-01 17:37:42,2023-06-01 11:17:48,0,-0.10865307711099544
3705,-0.8516917480395603,2,0,2021-05-14,2,1,2,3,,2023-06-01 11:17:48,1,0.006919478613797977
3706,-0.8516917480395603,0,20,2020-07-10,2,2,1,2,2023-06-01 09:59:45,2023-06-01 11:17:48,0,0.989286202274542
3707,-0.06713236866821393,2,37,2020-04-24,4,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
3708,-1.6362511274109066,2,18,2021-04-24,1,0,2,0,2023-06-01 22:35:48,2023-06-01 12:23:48,1,-0.6749586001624832
3709,-1.5708711791299612,0,6,2021-11-18,0,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
3710,0.25976737273651374,1,1,2021-10-15,1,0,3,1,2023-06-01 15:28:49,2023-06-01 18:07:49,0,-1.680439834968186
3711,-0.7863117997586148,2,29,2021-02-07,1,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3712,0.19438742445556823,1,19,2021-02-23,3,1,2,3,,2023-06-01 11:17:48,1,0.006919478613797977
3713,-0.6555519031967237,0,28,2020-04-28,2,2,1,1,2023-06-01 17:00:53,2023-06-01 11:17:48,1,1.411126030670038
3714,1.1097067003888057,1,16,2020-02-03,1,2,3,2,2023-06-01 20:46:55,2023-06-01 11:17:48,0,1.90230939250041
3715,0.3905272692984048,2,21,2021-01-11,0,1,2,1,,2023-06-01 11:17:48,1,0.006919478613797977
3716,-0.2632722135110505,1,32,2021-11-13,0,2,0,3,2023-06-01 00:40:58,2023-06-01 11:17:48,1,-1.8480200407691363
3717,-1.178591489444288,1,12,2020-10-11,1,1,1,1,,2023-06-01 11:17:48,1,0.006919478613797977
3718,-1.309351386006179,1,35,2020-01-06,0,1,0,1,,2023-06-01 11:17:48,1,0.006919478613797977
3719,-1.5708711791299612,0,23,2020-12-27,3,1,3,3,,2023-06-01 11:17:48,1,0.006919478613797977
3720,0.782806958984078,1,15,2021-10-16,1,0,0,2,2023-06-01 04:12:04,2023-06-01 09:12:04,0,-1.6862184627544257
3721,0.1290074761746227,0,18,2020-09-25,2,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
3722,0.5866671141412414,2,24,2021-11-18,2,0,3,1,2023-05-31 23:26:07,2023-06-01 16:52:07,0,-1.8826918074865744
3723,0.7174270107031325,1,7,2021-07-13,4,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
3724,1.5673663383554244,0,33,2020-01-19,2,1,3,0,,2023-06-01 11:17:48,1,0.006919478613797977
3725,1.1750866486697513,1,25,2021-03-26,1,2,1,1,2023-06-01 10:11:12,2023-06-01 11:17:48,0,-0.5073783943615328
3726,0.1290074761746227,2,14,2021-02-11,0,2,1,0,2023-06-01 04:27:14,2023-06-01 11:17:48,1,-0.2588973995532269
3727,0.9135668555459691,0,26,2020-11-11,4,0,3,1,2023-06-01 02:42:16,2023-06-01 04:09:16,1,0.2727363567808228
3728,0.3251473210174593,0,13,2021-09-26,0,0,3,0,2023-06-01 06:11:16,2023-06-01 05:24:16,1,-1.5706459070296321
3729,1.1750866486697513,2,21,2020-11-08,4,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
3730,-0.06713236866821393,1,10,2020-04-19,4,2,0,2,2023-06-01 19:50:19,2023-06-01 11:17:48,1,1.463133680746195
3731,-1.2439714377252336,1,5,2020-06-25,4,2,0,3,2023-06-01 13:03:21,2023-06-01 11:17:48,0,1.075965619068137
3732,1.63274628663637,1,32,2020-06-16,0,0,0,3,2023-06-01 02:15:22,2023-06-01 22:25:22,0,1.127973269144294
3733,-1.5708711791299612,0,0,2020-04-08,2,2,3,1,2023-06-01 04:07:23,2023-06-01 11:17:48,0,1.5266985863948315
3734,0.1290074761746227,2,12,2020-09-10,2,2,2,2,2023-06-01 11:29:25,2023-06-01 11:17:48,1,0.6310112795276824
3735,-0.0017524203872683886,2,25,2021-12-07,4,2,2,1,2023-06-01 11:00:26,2023-06-01 11:17:48,0,-1.9867071076388885
3736,0.1290074761746227,0,20,2021-10-30,0,2,3,3,2023-06-01 08:46:28,2023-06-01 11:17:48,0,-1.7671192517617809
3737,-0.7209318514776692,1,18,2020-10-01,3,1,3,3,,2023-06-01 11:17:48,0,0.006919478613797977
3738,0.5212871658602959,0,18,2020-11-26,1,1,0,3,,2023-06-01 11:17:48,1,0.006919478613797977
3739,1.501986390074479,0,21,2020-08-18,2,0,2,1,2023-06-01 21:32:33,2023-06-01 21:31:33,1,0.7639197186111949
3740,0.9789468038269146,0,33,2021-12-30,0,2,3,2,2023-06-01 16:27:34,2023-06-01 11:17:48,0,-2.1196155467224007
3741,-1.7016310756918522,0,41,2021-07-20,1,2,0,3,2023-06-01 12:39:35,2023-06-01 11:17:48,0,-1.1776992175653345
3742,0.5212871658602959,1,25,2020-08-06,2,1,2,0,,2023-06-01 11:17:48,0,0.006919478613797977
3743,-0.3940321100729416,2,14,2021-10-30,4,2,0,2,2023-06-01 04:55:37,2023-06-01 11:17:48,1,-1.7671192517617809
3744,-0.5901719549157782,0,14,2021-06-23,3,0,2,0,2023-06-01 19:35:38,2023-06-01 07:11:38,0,-1.0216762673368633
3745,1.6981262349173154,2,12,2020-09-17,1,0,2,2,2023-06-01 18:17:39,2023-06-01 07:53:39,0,0.5905608850240047
3746,1.2404665969506967,0,2,2020-09-28,0,2,0,3,2023-06-01 17:37:41,2023-06-01 11:17:48,0,0.5269959793753684
3747,0.06362752789367715,1,20,2020-02-14,2,1,2,0,,2023-06-01 11:17:48,1,0.006919478613797977
3748,1.501986390074479,2,24,2020-09-10,2,0,1,2,2023-06-01 01:11:45,2023-06-01 20:17:45,0,0.6310112795276824
3749,0.5866671141412414,0,35,2021-10-22,0,2,1,1,2023-06-01 03:26:46,2023-06-01 11:17:48,0,-1.7208902294718635
3750,1.501986390074479,2,1,2021-12-11,1,0,0,1,2023-06-01 21:20:46,2023-06-01 15:44:46,1,-2.0098216187838474
3751,-1.309351386006179,0,28,2020-11-24,0,0,0,3,2023-06-01 11:20:48,2023-05-31 23:13:48,0,0.1976141955597071
3752,1.2404665969506967,2,38,2021-09-28,3,2,0,0,2023-06-01 02:48:49,2023-06-01 11:17:48,0,-1.5822031626021116
3753,-1.047831592882397,1,12,2020-05-09,1,2,0,3,2023-06-01 00:35:50,2023-06-01 11:17:48,1,1.3475611250214017
3754,-0.2632722135110505,1,0,2021-07-28,4,1,1,3,,2023-06-01 11:17:48,0,0.006919478613797977
3755,0.3251473210174593,1,10,2021-02-22,4,2,2,3,2023-06-01 14:23:52,2023-06-01 11:17:48,1,-0.32246230520186325
3756,0.3905272692984048,2,36,2021-08-14,0,2,1,0,2023-06-01 04:36:54,2023-06-01 11:17:48,0,-1.3221649122213264
3757,-0.3286521617919961,2,17,2020-02-28,0,1,3,2,,2023-06-01 11:17:48,0,0.006919478613797977
3758,0.5866671141412414,0,31,2020-02-26,0,2,1,1,2023-06-01 02:01:58,2023-06-01 11:17:48,0,1.7694009534168975
3759,-1.2439714377252336,0,8,2020-08-29,3,2,0,0,2023-06-01 19:04:59,2023-06-01 11:17:48,0,0.7003548129625585
3760,-0.9824516446014514,2,2,2020-12-03,0,0,0,1,2023-06-01 03:31:00,2023-06-01 07:58:00,1,0.14560654548355006
3761,0.5212871658602959,2,22,2021-06-20,0,2,0,0,2023-06-01 03:30:02,2023-06-01 11:17:48,0,-1.0043403839781444
3762,-1.7016310756918522,2,40,2020-07-04,0,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
3763,0.5866671141412414,0,41,2020-07-21,4,0,1,2,2023-06-01 11:35:05,2023-06-01 11:59:05,0,0.9257212966259056
3764,0.3251473210174593,0,35,2020-08-31,0,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3765,-0.0017524203872683886,1,38,2021-01-14,4,2,0,0,2023-06-01 07:11:07,2023-06-01 11:17:48,0,-0.09709582153851609
3766,1.63274628663637,1,41,2021-10-03,0,0,3,3,2023-06-01 05:47:08,2023-06-01 21:47:08,1,-1.61109630153331
3767,1.3058465452316423,2,4,2021-09-05,1,1,2,2,,2023-06-01 11:17:48,1,0.006919478613797977
3768,-0.3940321100729416,1,3,2021-01-25,0,2,3,0,2023-06-01 00:14:10,2023-06-01 11:17:48,1,-0.1606607271871525
3769,0.5866671141412414,1,20,2021-07-05,4,1,1,2,,2023-06-01 11:17:48,0,0.006919478613797977
3770,1.501986390074479,0,35,2020-09-16,3,0,1,0,2023-06-01 09:20:13,2023-06-01 20:22:13,1,0.5963395128102444
3771,-0.2632722135110505,0,33,2021-11-25,4,0,1,1,2023-06-01 03:33:15,2023-06-01 07:42:15,1,-1.9173635742040125
3772,-1.178591489444288,0,32,2021-09-07,1,2,3,0,2023-06-01 09:43:16,2023-06-01 11:17:48,0,-1.4608519790910783
3773,0.1290074761746227,1,37,2020-02-20,0,0,1,0,2023-06-01 23:02:17,2023-06-01 13:54:17,1,1.8040727201343356
3774,1.501986390074479,0,23,2021-01-14,2,0,3,3,2023-06-01 21:06:18,2023-06-01 18:52:18,0,-0.09709582153851609
3775,-0.5901719549157782,1,19,2021-07-28,1,2,1,3,2023-06-01 02:05:19,2023-06-01 11:17:48,1,-1.223928239855252
3776,-1.3747313342871246,2,3,2021-07-01,3,1,1,2,,2023-06-01 11:17:48,1,0.006919478613797977
3777,-0.0017524203872683886,0,41,2020-08-02,2,1,1,3,,2023-06-01 11:17:48,0,0.006919478613797977
3778,0.25976737273651374,1,5,2021-04-26,1,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
3779,-1.178591489444288,1,9,2020-10-10,0,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
3780,1.3712264935125877,2,37,2021-10-03,4,1,2,1,,2023-06-01 11:17:48,1,0.006919478613797977
3781,-0.5901719549157782,0,22,2020-05-16,4,2,2,0,2023-06-01 07:13:27,2023-06-01 11:17:48,0,1.3071107305177239
3782,-1.7016310756918522,0,17,2020-07-21,0,0,3,1,2023-06-01 10:49:29,2023-06-01 05:47:29,0,0.9257212966259056
3783,0.782806958984078,1,19,2020-03-11,1,1,2,3,,2023-06-01 11:17:48,0,0.006919478613797977
3784,0.9135668555459691,2,2,2020-09-13,0,2,3,0,2023-06-01 08:14:31,2023-06-01 11:17:48,1,0.6136753961689634
3785,-1.047831592882397,0,17,2020-06-05,2,2,1,3,2023-06-01 04:16:33,2023-06-01 11:17:48,0,1.1915381747929306
3786,1.1750866486697513,0,16,2021-12-02,2,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
3787,0.9135668555459691,2,14,2020-02-22,2,0,3,3,2023-06-01 17:45:35,2023-06-01 02:45:35,1,1.7925154645618562
3788,1.1750866486697513,1,14,2020-02-18,2,2,2,1,2023-06-01 14:55:37,2023-06-01 11:17:48,1,1.8156299757068148
3789,1.3058465452316423,0,1,2020-07-25,1,0,3,0,2023-06-01 21:26:39,2023-06-01 00:01:39,0,0.902606785480947
3790,0.6520470624221869,1,29,2020-03-10,2,0,2,0,2023-06-01 18:45:39,2023-06-01 17:18:39,1,1.6942787921957818
3791,1.63274628663637,1,27,2021-01-02,1,0,0,1,2023-06-01 03:44:41,2023-06-01 14:49:41,0,-0.027752288103640048
3792,-0.13251231694915946,2,33,2020-04-21,3,1,2,3,,2023-06-01 11:17:48,0,0.006919478613797977
3793,0.7174270107031325,0,39,2021-04-25,3,0,1,3,2023-06-01 17:25:45,2023-06-01 09:40:45,1,-0.6807372279487228
3794,-1.5708711791299612,0,17,2020-11-13,1,1,1,1,,2023-06-01 11:17:48,1,0.006919478613797977
3795,-1.309351386006179,1,12,2021-05-10,2,0,2,2,2023-06-01 03:36:48,2023-06-01 08:03:48,0,-0.767416644742318
3796,0.9789468038269146,2,3,2020-07-19,0,0,3,0,2023-06-01 06:56:50,2023-06-01 20:13:50,0,0.937278552198385
3797,0.782806958984078,1,9,2020-10-17,2,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
3798,1.6981262349173154,1,2,2021-12-14,3,1,3,0,,2023-06-01 11:17:48,0,0.006919478613797977
3799,-0.6555519031967237,0,31,2020-05-25,1,0,2,0,2023-06-01 00:47:54,2023-06-01 08:19:54,1,1.2551030804415668
3800,-1.7016310756918522,2,17,2021-01-12,2,0,1,1,2023-06-01 19:48:56,2023-06-01 08:31:56,1,-0.08553856596603676
3801,0.9789468038269146,1,14,2020-09-09,0,2,0,0,2023-06-01 16:04:58,2023-06-01 11:17:48,0,0.636789907313922
3802,1.63274628663637,0,15,2021-03-13,3,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
3803,-0.06713236866821393,2,25,2020-11-01,3,2,2,1,2023-06-01 11:33:00,2023-06-01 11:17:48,0,0.3305226346432195
3804,-0.7209318514776692,2,12,2021-05-24,2,2,0,1,2023-06-01 10:17:02,2023-06-01 11:17:48,0,-0.8483174337496733
3805,0.5212871658602959,0,26,2021-02-13,4,2,0,2,2023-06-01 07:39:04,2023-06-01 11:17:48,0,-0.2704546551257062
3806,-1.6362511274109066,2,3,2020-04-23,0,0,2,3,2023-06-01 13:19:05,2023-06-01 05:18:05,0,1.4400191696012363
3807,-1.1132115411633425,2,22,2021-11-02,2,2,1,2,2023-06-01 07:45:07,2023-06-01 11:17:48,0,-1.7844551351205
3808,-0.197892265230105,0,20,2021-01-03,1,1,0,1,,2023-06-01 11:17:48,0,0.006919478613797977
3809,-1.309351386006179,1,22,2020-04-22,1,2,0,1,2023-06-01 13:25:09,2023-06-01 11:17:48,1,1.445797797387476
3810,-0.0017524203872683886,1,37,2021-02-11,1,1,0,1,,2023-06-01 11:17:48,0,0.006919478613797977
3811,1.4366064417935334,0,28,2021-07-12,2,0,0,3,2023-06-01 20:51:12,2023-06-01 09:48:12,0,-1.1314701952754171
3812,1.4366064417935334,0,25,2021-08-22,2,1,0,3,,2023-06-01 11:17:48,0,0.006919478613797977
3813,0.1290074761746227,1,33,2020-02-17,0,1,1,2,,2023-06-01 11:17:48,0,0.006919478613797977
3814,0.25976737273651374,1,39,2020-04-13,1,2,0,3,2023-06-01 15:27:17,2023-06-01 11:17:48,1,1.497805447463633
3815,1.1750866486697513,1,31,2021-09-27,0,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3816,0.9135668555459691,0,4,2021-08-21,2,0,1,0,2023-06-01 14:10:20,2023-06-01 03:37:20,0,-1.362615306725004
3817,1.2404665969506967,0,4,2021-07-07,2,1,3,1,,2023-06-01 11:17:48,1,0.006919478613797977
3818,0.3905272692984048,1,5,2020-02-08,3,2,1,0,2023-06-01 22:59:24,2023-06-01 11:17:48,1,1.8734162535692116
3819,-1.2439714377252336,2,9,2021-12-15,4,2,0,0,2023-06-01 06:43:26,2023-06-01 11:17:48,1,-2.032936129928806
3820,0.5212871658602959,2,16,2020-10-13,0,0,1,2,2023-06-01 07:55:28,2023-06-01 06:24:28,1,0.44031656258177326
3821,1.4366064417935334,2,23,2021-03-27,1,1,1,0,,2023-06-01 11:17:48,0,0.006919478613797977
3822,-1.7016310756918522,2,20,2020-08-26,1,0,2,0,2023-06-01 18:55:30,2023-06-01 22:35:30,0,0.7176906963212775
3823,0.06362752789367715,0,10,2020-11-29,3,1,0,2,,2023-06-01 11:17:48,1,0.006919478613797977
3824,1.6981262349173154,2,23,2020-03-09,0,1,2,3,,2023-06-01 11:17:48,0,0.006919478613797977
3825,-0.8516917480395603,2,2,2021-08-16,4,0,2,2,2023-06-01 20:27:34,2023-06-01 07:38:34,0,-1.3337221677938056
3826,0.8481869072650235,0,21,2020-08-15,3,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3827,-0.7863117997586148,0,3,2020-01-11,0,0,0,0,2023-06-01 02:45:37,2023-06-01 17:42:37,0,2.0352178315839224
3828,1.1750866486697513,0,22,2021-02-28,3,0,1,2,2023-06-01 11:18:37,2023-06-01 01:08:37,1,-0.3571340719193013
3829,-0.7863117997586148,1,2,2021-01-16,3,2,3,3,2023-06-01 10:38:38,2023-06-01 11:17:48,0,-0.10865307711099544
3830,-0.5901719549157782,1,6,2020-04-03,0,0,1,1,2023-06-01 01:33:40,2023-06-01 14:26:40,0,1.5555917253260299
3831,1.2404665969506967,1,29,2021-04-01,0,0,2,0,2023-06-01 06:56:42,2023-06-01 14:16:42,0,-0.5420501610789707
3832,0.06362752789367715,0,28,2021-03-17,4,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
3833,0.9789468038269146,0,15,2021-11-13,1,0,3,0,2023-06-01 20:51:44,2023-06-01 12:34:44,0,-1.8480200407691363
3834,-0.06713236866821393,2,20,2020-01-17,2,0,0,2,2023-06-01 06:08:46,2023-06-01 13:02:46,0,2.0005460648664846
3835,-1.1132115411633425,0,28,2020-12-11,3,0,2,2,2023-06-01 11:33:47,2023-06-01 11:52:47,0,0.0993775231936327
3836,-0.2632722135110505,2,39,2021-07-15,4,2,0,0,2023-06-01 19:54:47,2023-06-01 11:17:48,1,-1.148806078634136
3837,-1.3747313342871246,1,4,2021-01-03,3,0,3,1,2023-06-01 19:04:48,2023-06-01 01:29:48,0,-0.03353091588987972
3838,0.1290074761746227,2,39,2021-04-18,3,1,1,0,,2023-06-01 11:17:48,1,0.006919478613797977
3839,1.3712264935125877,0,16,2021-12-09,0,1,1,3,,2023-06-01 11:17:48,0,0.006919478613797977
3840,-0.0017524203872683886,0,12,2020-08-19,4,2,2,0,2023-06-01 11:56:52,2023-06-01 11:17:48,0,0.7581410908249552
3841,-1.5054912308490156,0,4,2021-08-01,2,2,1,2,2023-06-01 17:53:54,2023-06-01 11:17:48,1,-1.2470427510002107
3842,1.1750866486697513,1,23,2021-11-21,0,2,0,3,2023-06-01 17:35:55,2023-06-01 11:17:48,0,-1.8942490630590538
3843,-1.5708711791299612,0,19,2021-01-06,0,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
3844,0.7174270107031325,2,9,2020-08-31,2,0,0,2,2023-06-01 04:58:59,2023-06-01 18:01:59,1,0.6887975573900791
3845,-0.7863117997586148,1,31,2021-10-24,1,0,3,1,2023-06-01 08:16:00,2023-06-01 17:25:00,1,-1.732447485044343
3846,-0.4594120583538871,1,27,2021-07-13,3,1,3,2,,2023-06-01 11:17:48,1,0.006919478613797977
3847,-0.8516917480395603,2,19,2021-03-05,1,1,1,0,,2023-06-01 11:17:48,1,0.006919478613797977
3848,-0.8516917480395603,0,18,2020-06-19,4,0,0,1,2023-06-01 15:32:04,2023-06-01 02:44:04,1,1.1106373857855751
3849,0.7174270107031325,1,13,2021-10-24,2,1,1,2,,2023-06-01 11:17:48,1,0.006919478613797977
3850,-1.7016310756918522,0,33,2021-06-08,1,2,2,0,2023-06-01 06:18:06,2023-06-01 11:17:48,0,-0.9349968505432684
3851,-0.13251231694915946,0,0,2020-10-21,1,2,0,1,2023-06-01 13:18:08,2023-06-01 11:17:48,1,0.39408754029185594
3852,-0.2632722135110505,1,9,2021-12-22,3,0,1,1,2023-06-01 01:25:10,2023-06-01 09:03:10,1,-2.0733865244324834
3853,-0.197892265230105,2,10,2021-01-29,2,2,3,0,2023-06-01 07:02:11,2023-06-01 11:17:48,1,-0.18377523833211115
3854,-0.197892265230105,1,13,2020-09-25,2,0,2,0,2023-06-01 01:53:12,2023-06-01 04:59:12,1,0.5443318627340874
3855,0.5866671141412414,1,3,2021-10-13,0,1,0,0,,2023-06-01 11:17:48,0,0.006919478613797977
3856,-0.13251231694915946,2,39,2021-04-23,3,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3857,1.501986390074479,1,25,2021-12-08,3,1,3,0,,2023-06-01 11:17:48,1,0.006919478613797977
3858,0.4559072175793503,1,18,2020-01-17,1,2,1,3,2023-05-31 23:55:17,2023-06-01 11:17:48,0,1.9947674370802448
3859,1.501986390074479,2,0,2020-10-18,1,0,3,1,2023-06-01 07:07:19,2023-06-01 08:38:19,0,0.41142342365057494
3860,0.1290074761746227,2,19,2020-04-21,3,0,1,1,2023-06-01 19:18:21,2023-06-01 03:42:21,1,1.4515764251737158
3861,1.3712264935125877,1,38,2021-06-14,2,0,0,3,2023-06-01 07:11:21,2023-06-01 00:34:21,1,-0.9696686172607064
3862,0.7174270107031325,0,32,2021-05-14,1,1,3,2,,2023-06-01 11:17:48,1,0.006919478613797977
3863,-0.6555519031967237,2,28,2021-05-23,3,0,0,2,2023-06-01 15:21:24,2023-06-01 10:14:24,0,-0.8425388059634337
3864,-1.7016310756918522,0,15,2021-07-09,4,0,2,3,2023-06-01 05:24:25,2023-06-01 12:27:25,0,-1.1141343119166982
3865,0.3905272692984048,2,38,2021-03-09,0,1,0,1,,2023-06-01 11:17:48,0,0.006919478613797977
3866,0.7174270107031325,1,37,2020-03-17,3,2,1,2,2023-06-01 06:20:27,2023-06-01 11:17:48,1,1.6538283976921042
3867,-0.7209318514776692,1,20,2020-09-18,1,0,2,3,2023-06-01 15:49:28,2023-06-01 13:51:28,1,0.5847822572377651
3868,-0.0017524203872683886,0,36,2020-07-04,0,0,3,2,2023-06-01 10:04:30,2023-06-01 12:11:30,0,1.02395796899198
3869,-0.7863117997586148,0,0,2021-05-23,3,1,1,3,,2023-06-01 11:17:48,1,0.006919478613797977
3870,1.3712264935125877,1,26,2020-10-02,2,2,2,1,2023-06-01 09:38:32,2023-06-01 11:17:48,0,0.5038814682304097
3871,0.4559072175793503,2,36,2020-02-25,0,0,0,0,2023-06-01 16:23:34,2023-06-01 07:04:34,1,1.7751795812031372
3872,-1.309351386006179,0,1,2020-07-11,1,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
3873,-0.5247920066348326,2,3,2021-10-25,0,0,3,1,2023-06-01 17:34:38,2023-06-01 17:22:38,1,-1.7382261128305827
3874,0.3905272692984048,0,40,2021-08-10,0,1,2,1,,2023-06-01 11:17:48,0,0.006919478613797977
3875,1.6981262349173154,0,34,2020-04-16,0,0,2,1,2023-06-01 09:48:40,2023-06-01 04:17:40,1,1.480469564104914
3876,-1.7016310756918522,1,0,2021-06-08,4,1,2,3,,2023-06-01 11:17:48,1,0.006919478613797977
3877,0.5866671141412414,0,9,2020-09-24,2,0,0,1,2023-06-01 07:08:43,2023-06-01 16:32:43,0,0.550110490520327
3878,1.6981262349173154,1,12,2020-07-24,2,1,0,0,,2023-06-01 11:17:48,0,0.006919478613797977
3879,-0.8516917480395603,1,38,2020-10-12,2,2,0,2,2023-06-01 02:09:44,2023-06-01 11:17:48,1,0.446095190368013
3880,0.5866671141412414,1,24,2021-06-06,3,1,0,0,,2023-06-01 11:17:48,1,0.006919478613797977
3881,-1.7016310756918522,0,15,2021-09-01,2,1,2,2,,2023-06-01 11:17:48,1,0.006919478613797977
3882,0.3251473210174593,0,12,2020-01-02,3,0,1,0,2023-06-01 11:24:47,2023-06-01 06:26:47,0,2.0872254816600795
3883,0.5866671141412414,2,16,2021-04-13,1,2,2,3,2023-06-01 03:18:49,2023-06-01 11:17:48,0,-0.6113936945138468
3884,-1.5708711791299612,0,24,2020-02-16,1,1,3,2,,2023-06-01 11:17:48,0,0.006919478613797977
3885,0.782806958984078,0,35,2020-11-17,2,2,1,3,2023-06-01 19:10:51,2023-06-01 11:17:48,0,0.23806459006338482
3886,1.1750866486697513,2,39,2021-02-17,1,1,3,1,,2023-06-01 11:17:48,0,0.006919478613797977
3887,-1.5708711791299612,0,34,2020-07-28,1,1,2,3,,2023-06-01 11:17:48,1,0.006919478613797977
3888,1.1750866486697513,1,23,2020-01-29,3,0,2,1,2023-06-01 16:59:55,2023-06-01 11:30:55,0,1.9312025314316084
3889,1.63274628663637,0,12,2020-08-28,2,0,0,2,2023-06-01 02:25:57,2023-06-01 17:00:57,1,0.7061334407487981
3890,-1.2439714377252336,2,25,2020-01-18,0,0,3,1,2023-06-01 17:54:59,2023-06-01 23:08:59,0,1.9947674370802448
3891,-0.13251231694915946,0,19,2021-04-06,2,2,1,1,2023-06-01 04:48:00,2023-06-01 11:17:48,0,-0.5709433000101691
3892,-0.06713236866821393,0,27,2020-08-21,3,0,3,1,2023-05-31 23:24:02,2023-06-01 02:12:02,1,0.7408052074662361
3893,-0.3286521617919961,1,7,2021-03-26,4,2,0,3,2023-06-01 12:28:03,2023-06-01 11:17:48,1,-0.5073783943615328
3894,1.5673663383554244,1,36,2021-11-03,3,0,0,1,2023-06-01 12:04:05,2023-06-01 11:59:05,1,-1.7902337629067397
3895,-0.5901719549157782,2,12,2021-01-15,0,1,0,2,,2023-06-01 11:17:48,0,0.006919478613797977
3896,0.3251473210174593,2,30,2021-08-13,2,0,1,1,2023-06-01 07:37:07,2023-05-31 23:23:07,1,-1.3163862844350867
3897,-0.9170716963205059,1,24,2020-01-13,0,1,1,1,,2023-06-01 11:17:48,0,0.006919478613797977
3898,1.2404665969506967,2,4,2020-06-10,4,0,3,3,2023-06-01 10:42:11,2023-06-01 05:05:11,1,1.1626450358617322
3899,1.04432675210786,1,24,2020-05-27,4,2,2,2,2023-06-01 18:21:12,2023-06-01 11:17:48,0,1.2435458248690876
3900,-1.309351386006179,2,4,2020-08-17,2,2,1,2,2023-06-01 00:48:14,2023-06-01 11:17:48,1,0.7696983463974345
3901,0.5866671141412414,0,19,2021-04-18,2,1,3,3,,2023-06-01 11:17:48,1,0.006919478613797977
3902,1.5673663383554244,0,39,2020-10-21,3,2,1,1,2023-06-01 08:57:17,2023-06-01 11:17:48,1,0.39408754029185594
3903,0.4559072175793503,1,14,2020-02-10,3,1,0,2,,2023-06-01 11:17:48,1,0.006919478613797977
3904,1.6981262349173154,0,8,2021-11-29,4,0,0,1,2023-06-01 12:34:19,2023-06-01 10:22:19,0,-1.9404780853489711
3905,0.4559072175793503,2,17,2020-10-03,1,2,0,0,2023-06-01 16:02:21,2023-06-01 11:17:48,1,0.49810284044416997
3906,-0.3286521617919961,0,9,2021-01-17,2,0,0,1,2023-06-01 18:15:23,2023-06-01 02:59:23,0,-0.11443170489723511
3907,1.5673663383554244,2,20,2020-01-31,4,0,0,3,2023-06-01 10:13:23,2023-06-01 18:03:23,0,1.919645275859129
3908,1.5673663383554244,0,36,2020-08-30,2,1,1,0,,2023-06-01 11:17:48,1,0.006919478613797977
3909,1.1097067003888057,1,18,2021-03-11,4,0,1,3,2023-06-01 02:38:25,2023-06-01 07:43:25,1,-0.42069897756793767
3910,0.9789468038269146,1,29,2021-08-26,3,0,1,3,2023-06-01 22:15:26,2023-06-01 19:35:26,1,-1.3915084456562024
3911,-1.7016310756918522,1,37,2021-02-09,0,0,0,0,2023-06-01 05:36:27,2023-06-01 01:20:27,0,-0.24734014398074755
3912,0.25976737273651374,0,1,2021-04-04,2,1,2,0,,2023-06-01 11:17:48,1,0.006919478613797977
3913,1.04432675210786,0,2,2020-01-30,2,0,1,1,2023-06-01 18:52:30,2023-06-01 20:24:30,1,1.9254239036453686
3914,-0.5247920066348326,0,16,2021-03-31,4,0,1,3,2023-06-01 01:58:31,2023-06-01 08:58:31,0,-0.536271533292731
3915,1.2404665969506967,2,9,2020-02-08,0,2,1,3,2023-06-01 20:03:33,2023-06-01 11:17:48,1,1.8734162535692116
3916,-0.5247920066348326,2,15,2020-12-10,2,1,2,2,,2023-06-01 11:17:48,0,0.006919478613797977
